JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2455027.4292,11.5,,,Vis.,VFK,,115,116,SD1943,na,0,,Z,,,,T UMI,,STD,,,,
2455028.391,10.73,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455028.4431,11.3,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455029.3972,11.3,,,Vis.,VFK,,109,115,SD1943,na,0,,Z,,,,T UMI,,STD,,,,
2455029.422,11.55,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455029.5028,11.1,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2455029.6153,11.0,,,Vis.,KMA,,"""104,109,115""",,SD1943,,,,Z,,,,T UMI,,STD,,,,
2455029.66,11.1,,,Vis.,MHH,,10.9,11.4,1090fya,,,,Z,,,,T UMI,,STD,,,,
2455029.66300,12.61,0.03,,B,OCN,,000-BBT-765,,1275afe,,0,,Z,13.466,,,T UMI,,STD,,,,
2455029.66400,10.79,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2455030.37,11.2,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2455032.3650,10.74,,,V,SJNO,,,,999999,,0,,Z,,,,T UMI,,STD,,,,
2455032.3750,11.1,,,Vis.,SGYO,V,109,114,080807,,,,Z,,,,T UMI,,STD,,,,
2455032.4118,11.0,,,Vis.,SJZ,,109,114,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2455032.4250,11.3,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455032.432,10.88,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455033.34775,10.764,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.735,,T UMI,,STD,0,,,
2455033.38,10.92,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455033.3806,11.2,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2455033.6,11.1,,,Vis.,SHS,,115,109,sd1943,,,,Z,,,,T UMI,,STD,,,,
2455035.37325,10.813,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.753,,T UMI,,STD,0,,,
2455035.6736,10.7,,,Vis.,TRL,,105,107,1275ghr,,,,Z,,,,T UMI,,STD,,,,
2455036.63100,12.82,0.03,,B,OCN,,000-BBT-765,,1275afe,,0,,Z,13.466,,,T UMI,,STD,,,,
2455036.63200,11.69,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2455037.4729,11.0,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455038.3750,11.0,,,Vis.,SGYO,V,109,,080807,,,,Z,,,,T UMI,,STD,,,,
2455038.40,11.2,,,Vis.,HCS,,000,,030101,,,,Z,,,,T UMI,,STD,,,,
2455038.4049,11.2,,,Vis.,BVE,,109,114,070923,na,0,,Z,,,,T UMI,,STD,,,,
2455038.4431,11.0,,,Vis.,ADI,,109,114,080625,,,,Z,,,,T UMI,,STD,,,,
2455039.34859,10.868,0.019,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.690,,T UMI,,STD,0,,,
2455039.43403,11.0,,,Vis.,GGU,,109,114,080518,,,,Z,,,,T UMI,,STD,,,,
2455039.4625,10.9,,,Vis.,SJZ,,109,,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2455040.34492,10.892,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.825,,T UMI,,STD,0,,,
2455040.4430,10.89,,,V,SJNO,,,,999999,,0,,Z,,,,T UMI,,STD,,,,
2455040.54,11.0,,,Vis.,TPS,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2455041.34491,10.875,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.775,,T UMI,,STD,0,,,
2455041.3653,11.2,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2455041.5,11.7,,,Vis.,SHS,,115,116,sd1943,121,,,Z,,,,T UMI,,STD,,,,
2455041.64,11.2,,,Vis.,MHH,,10.9,11.4,1052nil,,,,Z,,,,T UMI,,STD,,,,
2455042.4060,10.81,,,V,SJNO,,,,999999,,0,,Z,,,,T UMI,,STD,,,,
2455042.4854,11.6,,,Vis.,VFK,,115,116,SD1943,na,0,,Z,,,,T UMI,,STD,,,,
2455042.5840,11.3,,,Vis.,KMA,,109,115,SD1943,,,,Z,,,,T UMI,,STD,,,,
2455042.67100,12.75,0.03,,B,OCN,,000-BBT-765,,1275afe,,0,,Z,13.466,,,T UMI,,STD,,,,
2455042.67200,11.10,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2455044.34539,10.912,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.761,,T UMI,,STD,0,,,
2455044.3604,11.5,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455045.3806,11.3,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2455046.4118,11.5,,,Vis.,BVE,,114,120,070923,na,0,,Z,,,,T UMI,,STD,,,,
2455047.5,11.7,,,Vis.,VED,,NA,,NA,,,,Z,,,,T UMI,,STD,,,,
2455049.32594,11.031,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.768,,T UMI,,STD,0,,,
2455049.5000,11.089,0.1000,,TG,PLN,,ENSEMBLE,128,,CCD:QHY8 18INCHNEWTON,0,,Z,,12.794,,T UMI,,STD,,,,
2455050.32238,11.027,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.756,,T UMI,,STD,0,,,
2455050.3813,11.5,,,Vis.,KWO,,114,120,030827,na,0,,Z,,,,T UMI,,STD,,,,
2455051.32025,11.057,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.795,,T UMI,,STD,0,,,
2455051.64300,12.76,0.03,,B,OCN,,000-BBT-765,,1275afe,,0,,Z,13.466,,,T UMI,,STD,,,,
2455051.64400,11.23,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2455052.3715,11.4,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455053.31552,11.040,0.013,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.674,,T UMI,,STD,0,,,
2455054.448,11.23,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455055.383,11.27,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455055.40,11.9,,,Vis.,JZO,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455055.6840,11.8,,,Vis.,KRS,,11.4,12.0,030827,,,,Z,,,,T UMI,,STD,,,,
2455056.4028,11.6,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455056.5,11.9,,,Vis.,SHS,,116,121,sd1943,,,,Z,,,,T UMI,,STD,,,,
2455056.53,11.17,,,V,BQC,,,,,,0,,Z,,,,T UMI,,STD,,,,
2455056.5701,11.5,,,Vis.,KMA,,115,121,SD1943,,,,Z,,,,T UMI,,STD,,,,
2455057.394,11.31,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455057.4,11.6,,,Vis.,VED,,NA,,NA,,,,Z,,,,T UMI,,STD,,,,
2455057.4118,11.4,,,Vis.,SJZ,,114,,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2455058.34,11.4,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455058.3729,11.6,,,Vis.,VFK,,115,116,SD1943,Leipzig Yukon100mm,0,,Z,,,,T UMI,,STD,,,,
2455058.392,11.22,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455059.32448,11.121,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.797,,T UMI,,STD,0,,,
2455059.3542,11.6,,,Vis.,VFK,,115,116,SD1943,"""Medienhaus Frohburg12""-Hofheim",0,,Z,,,,T UMI,,STD,,,,
2455059.3694,11.7,,,Vis.,KWO,,114,120,030827,na,0,,Z,,,,T UMI,,STD,,,,
2455060.31802,11.110,0.012,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.763,,T UMI,,STD,0,,,
2455060.441,11.31,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455061.354,11.29,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455061.4000,11.6,,,Vis.,KOS,,11.4,12.0,1238beb,,0,,Z,,,,T UMI,,STD,,,,
2455061.60,11.5,,,Vis.,MHH,,11.4,12.0,1052nil,,,,Z,,,,T UMI,,STD,,,,
2455062.30111,11.192,0.012,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.835,,T UMI,,STD,0,,,
2455062.353,11.27,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455063.30773,11.130,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.731,,T UMI,,STD,0,,,
2455063.382,11.42,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455063.3889,11.7,,,Vis.,KWO,,114,120,030827,na,0,,Z,,,,T UMI,,STD,,,,
2455063.414,12.52,,,B,KVI,,,,999999,,0,,Z,,,,T UMI,MCSE,STD,,,,
2455063.414,11.32,,,TG,KVI,,,,999999,,0,,Z,,,,T UMI,MCSE,STD,,,,
2455063.414,10.40,,,R,KVI,,,,999999,,0,,Z,,,,T UMI,MCSE,STD,,,,
2455063.4792,11.3,,,Vis.,SGYO,V,109,114,080807,,,,Z,,,,T UMI,MCSE,STD,,,,
2455064.29292,11.231,0.013,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.898,,T UMI,,STD,0,,,
2455064.368,11.23,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455064.4028,11.6,,,Vis.,VFK,,115,116,SD1943,Leipzig Yukon100mm,0,,Z,,,,T UMI,,STD,,,,
2455064.45,11.5,,,Vis.,TPS,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455065.3646,11.8,,,Vis.,FMR,,115,121,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455066.29924,11.139,0.013,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.790,,T UMI,,STD,0,,,
2455066.55,11.17,,,V,BQC,,,,,,0,,Z,,,,T UMI,,STD,,,,
2455067.3653,11.7,,,Vis.,KWO,,114,120,030827,na,0,,Z,,,,T UMI,,STD,,,,
2455067.5007,11.4,,,Vis.,SJZ,,114,,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2455068.29331,11.150,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.826,,T UMI,,STD,0,,,
2455069.4521,11.9,,,Vis.,VFK,,116,121,SD1943,na,0,,Z,,,,T UMI,,STD,,,,
2455070.4,12.1,,,Vis.,VED,,NA,,NA,,,,Z,,,,T UMI,,STD,,,,
2455070.4049,11.6,,,Vis.,FMR,,115,121,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455070.61000,12.78,0.03,,B,OCN,,000-BBT-765,,1275afe,,0,,Z,13.466,,,T UMI,,STD,,,,
2455070.61100,11.45,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2455072.361,11.28,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455073.392,11.21,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455073.4104,11.6,,,Vis.,SJZ,B,114,120,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2455073.52,11.18,,,V,BQC,,,,,,0,,Z,,,,T UMI,,STD,,,,
2455075.3319,11.7,,,Vis.,KWO,,114,120,030827,na,0,,Z,,,,T UMI,,STD,,,,
2455075.40,11.5,,,Vis.,JZO,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455075.4000,11.3,,,Vis.,KOS,,10.5,11.4,1238beb,,0,,Z,,,,T UMI,,STD,,,,
2455075.4514,11.6,,,Vis.,BVE,,114,120,070923,na,0,,Z,,,,T UMI,,STD,,,,
2455077.3896,11.3,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455080.3160,11.5,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455080.357,11.18,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455081.3125,<10.5,,,Vis.,SGYO,,105,,080807,,,,Z,,,,T UMI,MCSE,STD,,,,
2455081.60200,12.58,0.03,,B,OCN,,000-BBT-765,,1275afe,,0,,Z,13.466,,,T UMI,,STD,,,,
2455081.60300,11.11,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2455081.60400,9.79,0.02,,R,OCN,,000-BBT-765,,1275afe,,0,,Z,12.373,,,T UMI,,STD,,,,
2455082.29,11.3,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455082.3333,11.6,,,Vis.,HOO,,114,120,na,na,,,Z,,,,T UMI,,STD,,,,
2455082.409,11.08,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455083.3215,11.6,,,Vis.,KWO,,114,120,030827,na,0,,Z,,,,T UMI,,STD,,,,
2455084.3882,11.8,,,Vis.,VFK,,116,121,SD1943,na,,,Z,,,,T UMI,,STD,,,,
2455084.5,11.8,,,Vis.,SHS,,121,116,sd1943,,,,Z,,,,T UMI,,STD,,,,
2455085.3993,11.3,,,Vis.,BVE,,105,114,070923,na,0,,Z,,,,T UMI,,STD,,,,
2455086.27241,10.960,0.015,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.778,,T UMI,,STD,0,,,
2455086.6354,11.4,,,Vis.,KRS,,10.9,11.4,030827,,,,Z,,,,T UMI,,STD,,,,
2455087.64100,12.47,0.03,,B,OCN,,128,,1275afe,,0,,Z,13.466,,,T UMI,,STD,,,,
2455087.64300,11.02,0.03,,V,OCN,,128,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2455088.26600,10.918,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.798,,T UMI,,STD,0,,,
2455088.3826,11.3,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455088.4,11.8,,,Vis.,VED,,NA,,NA,,,,Z,,,,T UMI,,STD,,,,
2455089.26472,10.916,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.822,,T UMI,,STD,0,,,
2455091.28704,10.821,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,19.149,,T UMI,,STD,0,,,
2455091.339,11.1,,,Vis.,GGU,,na,,na,na,,,Z,,,,T UMI,,STD,,,,
2455091.68194,11.4,,,Vis.,BEB,B,114,120,1322CIT,,,,Z,,,,T UMI,,STD,,,,
2455093.25410,10.764,0.009,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.731,,T UMI,,STD,0,,,
2455093.2826,11.2,,,Vis.,VFK,,109,115,SD1943,Leipzig Yukon100mm,,,Z,,,,T UMI,,STD,,,,
2455094.25042,10.716,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.678,,T UMI,,STD,0,,,
2455094.3021,11.1,,,Vis.,HHU,,"""109,114""",,1326AI,,0,,Z,,,,T UMI,,STD,,,,
2455094.3229,11.1,,,Vis.,SJZ,,109,114,1029FFF,,,,Z,,,,T UMI,,STD,,,,
2455094.60,10.6,,,Vis.,MHH,,10.5,10.9,1090fya,,,,Z,,,,T UMI,,STD,,,,
2455095.2889,11.3,,,Vis.,KWO,,109,114,030827,na,,,Z,,,,T UMI,,STD,,,,
2455096.30,11.2,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455096.3000,10.3,,,Vis.,KOS,,9.4,10.5,1238beb,,,,Z,,,,T UMI,,STD,,,,
2455096.5,11.8,,,Vis.,SHS,,121,116,sd1943,,,,Z,,,,T UMI,,STD,,,,
2455097.3458,11.0,,,Vis.,BVE,,105,114,070923,na,0,,Z,,,,T UMI,,STD,,,,
2455097.4083,11.5,,,Vis.,VFK,,115,116,SD1943,na,,,Z,,,,T UMI,,STD,,,,
2455098.356,10.87,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455098.59200,10.70,0.011,,V,OCN,,128,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2455099.25209,10.707,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.776,,T UMI,,STD,0,,,
2455099.332,10.84,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455100.2917,11.2,,,Vis.,VFK,,109,115,SD1943,Leipzig Yukon100mm,,,Z,,,,T UMI,,STD,,,,
2455100.3243,10.9,,,Vis.,SJZ,,109,,1029FFF,,,,Z,,,,T UMI,,STD,,,,
2455100.351,10.78,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455100.4,11.7,,,Vis.,VED,,NA,,NA,,,,Z,,,,T UMI,,STD,,,,
2455101.23704,11.020,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,13.116,,T UMI,,STD,0,,,
2455101.295,11.1,,,Vis.,GGU,,na,,na,na,,,Z,,,,T UMI,,STD,,,,
2455101.3736,11.5,,,Vis.,VFK,,115,116,SD1943,na,,,Z,,,,T UMI,,STD,,,,
2455101.64,11.6,,,Vis.,TPS,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455102.23493,10.636,0.009,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.805,,T UMI,,STD,0,,,
2455102.2854,11.1,,,Vis.,VFK,,109,115,SD1943,na,,,Z,,,,T UMI,,STD,,,,
2455104.22936,10.629,0.009,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.723,,T UMI,,STD,0,,,
2455105.15573,10.630,0.012,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.662,,T UMI,,STD,0,,,
2455105.34,10.65,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455107.20718,10.578,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.833,,T UMI,,STD,0,,,
2455109.6007,10.6,,,Vis.,KRS,,10.5,10.9,030827,,,,Z,,,,T UMI,,STD,,,,
2455110.3153,10.7,,,Vis.,BXD,BVL,105SW,109,1345IH,MOON,,,Z,,,,T UMI,,STD,,,,
2455112.25,10.7,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455112.30,11.0,,,Vis.,HCS,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455113.22499,10.468,0.009,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.739,,T UMI,,STD,0,,,
2455113.3194,11.0,,,Vis.,BVE,,105,114,070923,na,,,Z,,,,T UMI,,STD,,,,
2455114.25,11.2,,,Vis.,VFK,,109,115,SD1943,Leipzig Yukon100mm,,,Z,,,,T UMI,,STD,,,,
2455114.3799,10.6,,,Vis.,SJZ,B,105,109,1029FFF,,,,Z,,,,T UMI,,STD,,,,
2455116.28,10.1,,,Vis.,JZO,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455118.2910,10.7,,,Vis.,BXD,UW,105SW,109,1345IH,,,,Z,,,,T UMi,,STD,,,,
2455118.42,10.53,,,V,BQC,,,,,,0,,Z,,,,T UMI,,STD,,,,
2455119.337,10.55,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455119.375,10.7,,,Vis.,HOO,,na,,na,na,,,Z,,,,T UMi,,STD,,,,
2455120.352,9.64,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455122.3,10.9,,,Vis.,CMG,,na,,na,na,,,Z,,,,T UMI,,STD,,,,
2455122.5514,10.7,,,Vis.,SUI,LUZ,105,109,1029lbb,ARGELANDER(105-3V2-109);Z=BRIGHT BACKGROUND;U=CIRRUS SHEET REFECTING LIGHTS;L=LOW;REFR-120MM-X67,,,Z,,,,T UMI,,STD,,,,
2455123.273,10.49,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455123.64,10.7,,,Vis.,MHH,,10.5,10.9,1090fya,,,,Z,,,,T UMI,,STD,,,,
2455124.2319,11.0,,,Vis.,KWO,,109,114,030827,na,,,Z,,,,T UMI,,STD,,,,
2455125.2458,10.7,,,Vis.,BXD,BUZ,105SW,109,1345IH,,,,Z,,,,T UMi,,STD,,,,
2455126.3917,10.6,,,Vis.,SJZ,,105,109,1029FFF,,,,Z,,,,T UMI,,STD,,,,
2455129.9229,10.7,,,Vis.,KMA,,104,109,SD1943,,,,Z,,,,T UMI,,STD,,,,
2455130.3,11.1,,,Vis.,CMG,,na,,na,na,,,Z,,,,T UMI,,STD,,,,
2455130.315,10.58,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455131.26,10.59,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455131.5,11.8,,,Vis.,SHS,,121,116,sd1943,,,,Z,,,,T UMi,,STD,,,,
2455132.27,10.56,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455133.31,10.61,0.05,,CR,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455135.22,10.8,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455135.26,11.1,0.1,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455135.4931,10.8,,,Vis.,BXD,BWVUL,105SW,109,1345IH,,,,Z,,,,T UMi,,STD,,,,
2455141.2611,11.3,,,Vis.,KWO,,109,114,030827,na,,,Z,,,,T UMI,,STD,,,,
2455142.253,10.78,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455143.4,11.7,,,Vis.,SHS,,121,116,sd1943,,,,Z,,,,T UMi,,STD,,,,
2455145.21,11.1,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455145.29,11.2,,,Vis.,JZO,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
2455147.282,10.87,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455148.2,11.3,,,Vis.,CMG,,na,,na,na,,,Z,,,,T UMI,,STD,,,,
2455148.2833,11.2,,,Vis.,BXD,BV,109,114,1345IH,,,,Z,,,,T UMi,,STD,,,,
2455152.9556,11.2,,,Vis.,KMA,,109,115,SD1943,,,,Z,,,,T UMI,,STD,,,,
2455153.5,11.8,,,Vis.,SHS,,121,116,sd1943,,,,Z,,,,T UMi,,STD,,,,
2455153.7167,11.1,,,Vis.,VFK,,109,114,1432mwr,na,,,Z,,,,T UMI,,STD,,,,
2455155.2042,11.4,,,Vis.,KWO,,109,114,030827,na,,,Z,,,,T UMI,,STD,,,,
2455155.3,11.5,,,Vis.,CMG,,na,,na,na,,,Z,,,,T UMI,,STD,,,,
2455156.228,11.06,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455156.3535,11.2,,,Vis.,BXD,BVL,109,114,1345IH,,,,Z,,,,T UMi,,STD,,,,
2455157.10501,10.990,0.012,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.797,,T UMI,,STD,0,,,
2455157.2181,11.2,,,Vis.,VFK,,109,114,1432mwr,Leipzig Yukon100mm,,,Z,,,,T UMI,,STD,,,,
2455157.242,11.05,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455158.535,11.17,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455160.635,11.16,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455161.2917,<10.9,,,Vis.,SGYO,,109,,080807,,,,Z,,,,T UMI,MCSE,STD,,,,
2455161.6854,11.2,,,Vis.,VFK,,109,114,1432mwr,na,,,Z,,,,T UMI,,STD,,,,
2455162.234,11.20,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455164.67,11.7,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,MCSE,STD,,,,
